deal_unique_id,from_currency_iso_code,to_currency_iso_code,deal_timestamp,deal_amount
23508,EUR,CAD,2016-02-26 15:33:34,100
23509,USD,UGX,2016-03-18 10:31:46,129
23510,USD,JPY,2016-02-16 5:31:7,120
23511,UGX,USD,2016-04-06 7:11:53,616096
23512,JPY,UGX,2016-01-30 2:45:48,56712
23513,USD,JPY,2016-01-21 19:20:22,476
23514,EUR,JPY,2016-01-16 5:17:10,100
23515,EUR,CAD,2016-04-14 20:24:40,100
23516,UGX,USD,2016-04-17 14:22:51,523202
23517,JPY,CAD,2016-01-28 17:20:35,51726
23518,EUR,CAD,2016-01-14 5:40:42,100
23519,USD,UGX,2016-01-28 6:17:13,382
23520,UGX,USD,2016-05-24 23:5:49,629854
23521,GBP,JPY,2016-01-04 0:28:24,272
23522,EUR,USD,2016-04-25 17:18:36,100
23523,USD,JPY,2016-01-07 19:25:31,218
23524,EUR,CAD,2016-02-27 18:33:56,100
23525,EUR,UGX,2016-04-04 8:48:45,100
23526,EUR,CAD,2016-04-09 4:46:1,100
23527,USD,EUR,2016-03-06 23:37:34,630
23528,GBP,EUR,2016-03-05 21:19:24,503
23529,EUR,CAD,2016-04-20 15:30:58,100
23530,UGX,USD,2016-02-25 18:34:24,3326939
23531,GBP,EUR,2016-01-09 19:40:10,709
23532,JPY,USD,2016-04-06 21:39:15,30896
23533,GBP,JPY,2016-04-23 19:15:6,495
23534,EUR,CAD,2016-01-28 13:2:44,100
23535,GBP,UGX,2016-05-06 16:48:15,386
23536,EUR,JPY,2016-03-01 17:44:22,100
23537,JPY,CAD,2016-02-11 8:24:28,32332
23538,UGX,USD,2016-02-09 18:23:14,566910
23539,JPY,USD,2016-01-24 3:43:19,81695
23540,UGX,USD,2016-05-14 13:46:25,2675475
23541,JPY,UGX,2016-04-03 8:16:27,86060
23542,USD,EUR,2016-03-15 1:30:32,271
23543,EUR,JPY,2016-02-13 12:7:22,100
23544,EUR,JPY,2016-02-04 18:47:18,100
23545,USD,JPY,2016-05-08 0:17:13,637
23546,JPY,UGX,2016-02-11 20:36:45,45684
23547,UGX,USD,2016-04-15 19:31:26,2333333
23548,UGX,USD,2016-05-17 17:22:56,3495206
23549,GBP,UGX,2016-01-22 13:14:2,221
23550,USD,GBP,2016-01-24 7:30:30,999
23551,GBP,JPY,2016-02-21 21:14:13,891
23552,JPY,UGX,2016-02-11 12:49:57,94087
23553,UGX,USD,2016-05-01 19:53:1,557452
23554,EUR,UGX,2016-01-02 17:37:26,100
23555,UGX,USD,2016-03-28 8:17:4,1379624
23556,EUR,USD,2016-05-21 4:51:18,100
23557,EUR,JPY,2016-04-03 19:5:27,100
23558,JPY,USD,2016-01-07 14:45:0,36404
23559,JPY,CAD,2016-02-25 13:47:54,65830
23560,UGX,USD,2016-01-24 2:11:58,3033817
23561,EUR,JPY,2016-02-22 0:46:51,100
23562,GBP,USD,2016-02-04 2:8:14,767
23563,JPY,CAD,2016-04-12 0:54:0,25551
23564,GBP,JPY,2016-03-01 18:3:18,716
23565,JPY,UGX,2016-04-01 22:49:24,22652
23566,UGX,USD,2016-04-26 21:20:15,1890204
23567,EUR,CAD,2016-01-06 14:19:13,100
23568,USD,UGX,2016-05-06 12:1:57,924
23569,GBP,USD,2016-02-18 12:9:25,765
23570,EUR,CAD,2016-04-20 13:52:21,100
23571,GBP,UGX,2016-03-26 8:18:55,738
23572,USD,UGX,2016-02-13 14:30:7,778
23573,JPY,CAD,2016-02-28 8:52:57,46748
23574,USD,EUR,2016-01-25 19:40:14,495
23575,JPY,EUR,2016-04-28 4:55:41,45127
23576,GBP,EUR,2016-01-03 3:27:31,822
23577,JPY,EUR,2016-03-20 3:31:39,61893
23578,JPY,USD,2016-02-19 15:45:7,68228
23579,UGX,USD,2016-02-07 2:4:4,2063021
23580,EUR,CAD,2016-03-29 13:29:44,100
23581,UGX,USD,2016-01-24 7:31:37,2570407
23582,USD,JPY,2016-04-07 8:25:57,101
23583,UGX,USD,2016-04-25 14:38:19,2350464
23584,UGX,USD,2016-04-07 13:59:40,2482138
23585,UGX,USD,2016-03-11 11:53:41,1110973
23586,GBP,EUR,2016-04-15 2:39:7,478
23587,UGX,USD,2016-04-02 12:43:27,733405
23588,EUR,CAD,2016-04-10 1:50:31,100
23589,USD,UGX,2016-04-28 7:14:54,888
23590,USD,GBP,2016-05-07 16:54:8,179
23591,GBP,UGX,2016-03-08 9:55:13,779
23592,UGX,USD,2016-01-20 19:0:16,3055327
23593,EUR,UGX,2016-03-24 21:47:39,100
23594,EUR,USD,2016-04-07 1:3:16,100
23595,JPY,CAD,2016-05-03 15:35:9,43379
23596,EUR,CAD,2016-01-14 8:16:31,100
23597,UGX,USD,2016-05-29 20:21:8,1138698
23598,USD,GBP,2016-04-18 20:30:46,210
23599,UGX,USD,2016-04-23 9:48:37,3174791
23600,GBP,USD,2016-02-22 7:19:10,226
23601,USD,EUR,2016-03-16 20:5:10,758
23602,GBP,JPY,2016-04-23 4:10:16,994
23603,JPY,UGX,2016-03-29 17:38:27,63819
23604,USD,JPY,2016-03-20 11:22:46,856
23605,UGX,USD,2016-05-17 4:35:6,2976346
23606,EUR,JPY,2016-04-18 16:51:37,100
23607,GBP,UGX,2016-05-18 20:3:44,490
23608,EUR,USD,2016-02-03 13:20:44,100
23609,EUR,USD,2016-03-12 21:34:16,100
23610,EUR,USD,2016-05-28 10:32:44,100
23611,EUR,JPY,2016-02-22 15:48:49,100
23612,EUR,CAD,2016-02-23 15:8:49,100
23613,UGX,USD,2016-02-21 12:26:33,1035438
23614,GBP,UGX,2016-01-17 3:30:18,313
23615,GBP,EUR,2016-04-18 20:44:23,970
23616,EUR,USD,2016-04-07 0:18:54,100
23617,JPY,UGX,2016-03-07 10:55:51,78980
23618,USD,EUR,2016-04-23 8:2:54,745
23619,USD,JPY,2016-04-03 13:4:24,308
23620,EUR,UGX,2016-01-07 20:18:55,100
23621,USD,GBP,2016-02-01 4:41:59,862
23622,UGX,USD,2016-03-15 12:1:18,2594539
23623,USD,GBP,2016-03-02 14:4:41,201
23624,USD,GBP,2016-04-15 11:46:36,515
23625,USD,GBP,2016-02-15 21:1:40,509
23626,GBP,UGX,2016-02-16 7:45:3,375
23627,JPY,USD,2016-03-18 11:46:37,87683
23628,UGX,USD,2016-02-29 2:24:15,2121696
23629,GBP,USD,2016-03-02 15:1:24,823
23630,USD,EUR,2016-02-25 5:34:10,811
23631,JPY,USD,2016-02-09 3:51:4,39666
23632,UGX,USD,2016-04-28 5:41:13,2744493
23633,JPY,CAD,2016-02-10 5:41:50,20624
23634,USD,JPY,2016-02-19 22:45:40,750
23635,UGX,USD,2016-03-11 17:59:47,1789911
23636,USD,GBP,2016-04-03 21:33:12,800
23637,USD,JPY,2016-04-29 16:29:15,929
23638,EUR,JPY,2016-04-08 14:22:47,100
23639,UGX,USD,2016-01-27 13:45:55,2732140
23640,JPY,CAD,2016-04-02 10:46:16,44277
23641,JPY,CAD,2016-01-25 2:38:18,79962
23642,USD,UGX,2016-01-19 21:28:42,589
23643,JPY,UGX,2016-01-04 20:16:26,71789
23644,GBP,UGX,2016-05-12 5:22:45,127
23645,UGX,USD,2016-05-05 2:13:36,1669131
23646,JPY,EUR,2016-04-06 5:45:43,62408
23647,GBP,UGX,2016-01-19 18:46:5,538
23648,USD,EUR,2016-03-22 21:46:35,973
23649,GBP,USD,2016-02-13 19:29:41,544
23650,EUR,JPY,2016-05-30 12:3:8,100
23651,USD,GBP,2016-01-19 17:26:21,274
23652,GBP,USD,2016-01-15 8:21:35,115
23653,UGX,USD,2016-03-23 1:15:3,3476305
23654,JPY,EUR,2016-03-07 14:46:45,42240
23655,USD,EUR,2016-05-07 3:49:12,640
23656,UGX,USD,2016-01-06 4:22:51,357239
23657,GBP,EUR,2016-05-12 9:43:39,638
23658,UGX,USD,2016-03-05 4:21:55,3376229
23659,GBP,UGX,2016-05-26 15:24:27,155
23660,EUR,UGX,2016-01-31 12:53:20,100
23661,UGX,USD,2016-01-04 2:40:46,2574985
23662,GBP,JPY,2016-03-28 21:20:59,758
23663,EUR,UGX,2016-01-20 0:19:48,100
23664,USD,UGX,2016-01-11 6:6:58,549
23665,EUR,USD,2016-01-19 7:31:27,100
23666,EUR,UGX,2016-02-12 17:12:47,100
23667,UGX,USD,2016-04-29 23:55:19,1223167
23668,EUR,JPY,2016-05-29 6:59:15,100
23669,JPY,CAD,2016-01-25 4:13:16,11144
23670,GBP,USD,2016-02-16 11:38:48,504
23671,UGX,USD,2016-01-10 11:28:2,2271992
23672,GBP,EUR,2016-01-28 13:53:20,688
23673,JPY,USD,2016-01-23 11:23:45,72515
23674,USD,EUR,2016-01-21 13:17:40,201
23675,UGX,USD,2016-02-25 23:44:42,2111621
23676,GBP,USD,2016-05-22 11:34:32,599
23677,USD,EUR,2016-01-03 19:58:49,479
23678,JPY,EUR,2016-05-15 8:14:34,79600
23679,GBP,EUR,2016-01-10 5:52:54,462
23680,UGX,USD,2016-01-21 18:47:55,2481664
23681,GBP,UGX,2016-05-29 19:55:21,211
23682,USD,EUR,2016-04-05 22:16:17,925
23683,EUR,CAD,2016-05-04 2:19:28,100
23684,USD,UGX,2016-04-02 19:48:44,765
23685,USD,JPY,2016-03-10 2:27:30,585
23686,EUR,UGX,2016-02-29 11:45:40,100
23687,JPY,UGX,2016-05-06 23:48:10,61505
23688,JPY,EUR,2016-02-02 7:12:7,106661
23689,USD,JPY,2016-04-01 5:31:25,512
23690,UGX,USD,2016-02-13 3:49:46,3337713
23691,GBP,EUR,2016-05-13 16:15:22,739
23692,GBP,USD,2016-03-09 16:57:52,426
23693,EUR,CAD,2016-02-06 17:10:19,100
23694,JPY,UGX,2016-02-13 8:45:42,60769
23695,JPY,CAD,2016-04-19 7:26:31,20823
23696,EUR,USD,2016-05-27 16:4:38,100
23697,USD,JPY,2016-04-29 7:32:35,280
23698,UGX,USD,2016-01-06 9:43:5,1410789
23699,EUR,CAD,2016-02-16 6:25:27,100
23700,USD,GBP,2016-03-24 20:55:6,447
23701,JPY,USD,2016-02-08 13:32:54,102881
23702,GBP,EUR,2016-02-16 23:33:31,335
23703,USD,UGX,2016-03-10 15:42:29,271
23704,GBP,UGX,2016-04-25 13:13:21,414
23705,GBP,EUR,2016-05-01 19:38:16,988
23706,JPY,USD,2016-01-16 6:1:46,27286
23707,UGX,USD,2016-05-10 2:14:33,657607
23708,UGX,USD,2016-03-29 10:19:26,3342056
23709,GBP,USD,2016-01-22 12:42:54,818
23710,USD,GBP,2016-02-12 13:31:39,825
23711,USD,JPY,2016-01-31 14:59:28,635
23712,UGX,USD,2016-03-31 16:28:33,465255
23713,JPY,CAD,2016-01-23 1:20:13,38507
23714,UGX,USD,2016-01-26 0:36:17,1225505
23715,EUR,USD,2016-05-01 13:14:14,100
23716,JPY,USD,2016-02-09 19:3:48,65331
23717,JPY,EUR,2016-03-11 4:27:45,88951
23718,UGX,USD,2016-01-28 6:39:26,2419840
23719,USD,GBP,2016-01-25 19:10:18,569
23720,USD,GBP,2016-03-14 11:38:39,139
23721,GBP,USD,2016-04-17 2:19:34,635
23722,GBP,USD,2016-05-04 23:34:37,232
23723,USD,GBP,2016-03-08 15:1:1,206
23724,JPY,EUR,2016-02-24 19:14:14,93162
23725,GBP,UGX,2016-02-02 14:15:6,218
23726,USD,EUR,2016-02-03 6:23:49,739
23727,EUR,UGX,2016-01-27 23:19:19,100
23728,UGX,USD,2016-01-19 7:37:3,2360085
23729,JPY,USD,2016-03-31 18:41:21,75178
23730,JPY,UGX,2016-01-22 14:22:7,60019
23731,UGX,USD,2016-03-18 14:34:0,2497898
23732,USD,GBP,2016-05-06 6:47:36,580
23733,EUR,USD,2016-02-24 6:9:22,100
23734,GBP,JPY,2016-05-29 16:31:24,735
23735,JPY,EUR,2016-04-26 16:13:2,93578
23736,EUR,UGX,2016-04-02 21:39:35,100
23737,GBP,USD,2016-04-22 18:5:50,889
23738,USD,UGX,2016-03-28 18:48:28,571
23739,USD,EUR,2016-02-05 22:17:38,143
23740,USD,JPY,2016-02-26 14:14:26,179
23741,GBP,UGX,2016-04-17 19:32:52,103
23742,USD,UGX,2016-05-22 10:30:23,790
23743,USD,GBP,2016-04-27 11:47:20,160
23744,JPY,UGX,2016-04-17 3:41:25,103416
23745,USD,GBP,2016-05-27 12:16:47,914
23746,GBP,JPY,2016-01-09 10:36:34,433
23747,UGX,USD,2016-02-28 14:39:34,3361764
23748,UGX,USD,2016-01-11 7:21:2,556696
23749,UGX,USD,2016-01-05 19:5:29,1382464
23750,USD,JPY,2016-02-26 2:43:11,547
23751,JPY,USD,2016-03-23 16:31:36,96066
23752,USD,EUR,2016-02-24 16:6:7,485
23753,JPY,CAD,2016-01-24 13:34:52,105187
23754,UGX,USD,2016-05-26 17:28:51,2600572
23755,UGX,USD,2016-05-03 5:12:46,945645
23756,GBP,JPY,2016-03-29 11:54:11,377
23757,GBP,USD,2016-03-26 18:46:20,132
23758,JPY,UGX,2016-02-03 2:0:36,25184
23759,UGX,USD,2016-04-21 5:38:10,1533961
23760,UGX,USD,2016-05-29 6:31:46,1142569
23761,JPY,CAD,2016-04-18 9:26:9,20991
23762,JPY,UGX,2016-05-08 21:15:11,68495
23763,EUR,CAD,2016-02-09 11:59:32,100
23764,JPY,UGX,2016-02-23 15:10:56,106717
23765,GBP,USD,2016-05-06 19:20:19,628
23766,USD,GBP,2016-04-05 19:21:52,257
23767,USD,EUR,2016-05-29 22:39:7,998
23768,EUR,CAD,2016-03-17 13:58:20,100
23769,JPY,USD,2016-01-13 2:45:30,64596
23770,GBP,UGX,2016-02-22 23:29:9,982
23771,EUR,JPY,2016-02-22 0:53:29,100
23772,UGX,USD,2016-05-20 7:20:38,2320528
23773,USD,UGX,2016-04-06 11:30:18,241
23774,UGX,USD,2016-04-25 14:47:19,2757770
23775,UGX,USD,2016-02-07 15:12:15,1811170
23776,EUR,UGX,2016-04-24 3:25:54,100
23777,EUR,JPY,2016-01-20 9:15:14,100
23778,UGX,USD,2016-03-19 5:1:9,377424
23779,EUR,USD,2016-03-30 10:52:16,100
23780,UGX,USD,2016-03-01 5:34:9,2391828
23781,USD,UGX,2016-04-01 4:26:3,153
23782,UGX,USD,2016-01-03 20:35:7,1045941
23783,JPY,UGX,2016-05-15 14:32:23,89895
23784,EUR,JPY,2016-04-13 21:56:17,100
23785,JPY,EUR,2016-02-10 12:39:51,46554
23786,UGX,USD,2016-01-20 8:56:41,2657216
23787,EUR,UGX,2016-02-27 21:21:4,100
23788,EUR,USD,2016-01-17 11:40:9,100
23789,UGX,USD,2016-03-04 13:17:37,3363766
23790,EUR,USD,2016-01-15 23:2:55,100
23791,GBP,JPY,2016-05-05 16:13:18,193
23792,USD,EUR,2016-04-01 23:25:48,417
23793,EUR,USD,2016-05-08 9:42:30,100
23794,USD,GBP,2016-01-14 22:35:45,973
23795,JPY,CAD,2016-01-24 18:47:9,25351
23796,GBP,JPY,2016-01-15 6:17:0,434
23797,UGX,USD,2016-03-29 0:11:58,2316707
23798,USD,UGX,2016-01-10 21:53:4,211
23799,UGX,USD,2016-04-24 7:49:41,3044288
23800,EUR,UGX,2016-05-15 13:48:25,100
23801,GBP,EUR,2016-04-06 20:11:46,735
23802,EUR,USD,2016-03-12 2:56:44,100
23803,USD,EUR,2016-03-02 19:34:18,596
23804,USD,JPY,2016-03-05 14:50:18,969
23805,UGX,USD,2016-05-11 21:17:11,952124
23806,EUR,USD,2016-05-25 10:9:25,100
23807,UGX,USD,2016-03-09 9:8:38,678271
23808,USD,EUR,2016-05-09 14:29:8,393
23809,GBP,UGX,2016-04-27 15:43:29,627
23810,USD,EUR,2016-01-23 18:5:59,531
23811,EUR,USD,2016-03-23 18:3:16,100
23812,GBP,JPY,2016-01-20 19:31:42,122
23813,EUR,UGX,2016-02-01 15:56:11,100
23814,UGX,USD,2016-03-30 21:28:44,1980000
23815,GBP,USD,2016-05-30 20:44:30,823
23816,USD,JPY,2016-04-01 4:28:7,758
23817,GBP,EUR,2016-03-20 20:31:45,114
23818,GBP,JPY,2016-04-30 12:33:52,564
23819,GBP,EUR,2016-05-06 7:21:52,954
23820,GBP,EUR,2016-04-30 14:27:43,577
23821,UGX,USD,2016-01-28 17:43:24,3385382
23822,EUR,UGX,2016-04-13 8:57:55,100
23823,USD,UGX,2016-04-04 9:17:9,291
23824,JPY,UGX,2016-02-14 20:47:19,108237
23825,USD,UGX,2016-01-29 16:57:44,259
23826,GBP,EUR,2016-05-07 22:40:31,798
23827,USD,UGX,2016-02-04 18:16:20,231
23828,EUR,UGX,2016-01-07 10:26:19,100
23829,UGX,USD,2016-03-29 4:7:32,597760
23830,USD,UGX,2016-01-20 23:12:20,566
23831,JPY,EUR,2016-03-09 14:22:26,28379
23832,JPY,USD,2016-05-07 6:56:16,102222
23833,EUR,UGX,2016-03-19 8:57:36,100
23834,USD,JPY,2016-04-21 22:15:2,544
23835,GBP,UGX,2016-02-04 3:38:52,303
23836,UGX,USD,2016-05-20 8:18:48,1655076
23837,JPY,EUR,2016-04-19 7:53:1,71269
23838,UGX,USD,2016-03-02 20:46:34,980769
23839,JPY,CAD,2016-04-07 13:28:43,92292
23840,USD,EUR,2016-05-21 9:48:15,606
23841,USD,JPY,2016-04-16 9:52:1,224
23842,GBP,UGX,2016-05-21 12:7:38,696
23843,EUR,CAD,2016-01-19 4:41:55,100
23844,USD,GBP,2016-02-18 5:7:1,358
23845,USD,EUR,2016-01-01 14:25:9,518
23846,JPY,UGX,2016-04-17 22:20:34,13558
23847,GBP,JPY,2016-04-10 22:32:15,790
23848,GBP,JPY,2016-05-26 5:55:33,981
23849,USD,UGX,2016-03-26 12:36:48,328
23850,JPY,EUR,2016-05-06 18:59:5,68432
23851,USD,JPY,2016-01-13 18:1:47,564
23852,UGX,USD,2016-01-29 13:27:0,3237339
23853,JPY,CAD,2016-05-28 2:56:52,91690
23854,JPY,UGX,2016-05-29 10:41:37,38795
23855,GBP,EUR,2016-01-26 13:23:13,995
23856,UGX,USD,2016-03-09 0:48:35,2305346
23857,JPY,UGX,2016-04-08 1:26:54,91658
23858,USD,UGX,2016-05-09 14:53:8,110
23859,GBP,EUR,2016-03-20 21:47:48,777
23860,JPY,EUR,2016-01-03 5:9:8,26080
23861,GBP,UGX,2016-02-13 2:11:37,557
23862,USD,EUR,2016-03-04 12:42:24,555
23863,USD,EUR,2016-02-28 0:25:0,801
23864,UGX,USD,2016-04-08 10:33:29,908607
23865,GBP,JPY,2016-01-06 15:18:15,360
23866,USD,JPY,2016-01-20 8:59:40,686
23867,JPY,CAD,2016-05-03 11:49:33,85391
23868,GBP,JPY,2016-03-05 10:15:11,693
23869,JPY,USD,2016-01-10 13:16:13,30968
23870,USD,GBP,2016-05-21 11:27:49,640
23871,EUR,JPY,2016-05-24 8:33:31,100
23872,USD,UGX,2016-03-12 8:1:43,928
23873,EUR,JPY,2016-02-12 2:25:45,100
23874,EUR,CAD,2016-02-18 5:29:37,100
23875,JPY,EUR,2016-03-26 8:30:7,42283
23876,UGX,USD,2016-05-13 1:25:27,3489338
23877,GBP,UGX,2016-04-23 4:31:37,524
23878,JPY,USD,2016-02-15 10:15:20,98284
23879,USD,JPY,2016-02-25 1:47:2,970
23880,EUR,CAD,2016-03-18 9:46:9,100
23881,UGX,USD,2016-04-26 18:47:25,1818589
23882,JPY,UGX,2016-04-10 23:0:1,72390
23883,EUR,JPY,2016-03-01 15:13:53,100
23884,EUR,CAD,2016-01-18 4:13:14,100
23885,EUR,UGX,2016-03-04 20:26:30,100
23886,UGX,USD,2016-01-01 11:35:30,1037692
23887,UGX,USD,2016-02-27 5:54:49,549614
23888,EUR,CAD,2016-05-08 13:57:20,100
23889,EUR,JPY,2016-03-26 12:29:21,100
23890,UGX,USD,2016-04-20 13:37:11,2826276
23891,USD,JPY,2016-03-06 14:4:38,324
23892,USD,JPY,2016-04-28 6:9:15,514
23893,UGX,USD,2016-01-27 11:25:45,1207192
23894,UGX,USD,2016-03-28 2:56:29,1885382
23895,JPY,CAD,2016-05-09 2:27:18,95304
23896,UGX,USD,2016-05-21 18:48:0,2914859
23897,UGX,USD,2016-04-03 9:42:34,1199653
23898,EUR,USD,2016-05-08 18:44:38,100
23899,JPY,CAD,2016-03-10 11:10:7,26774
23900,UGX,USD,2016-01-17 5:8:49,2414080
23901,JPY,CAD,2016-02-03 6:44:32,99693
23902,UGX,USD,2016-01-27 10:51:27,910277
23903,EUR,USD,2016-02-02 0:22:48,100
23904,UGX,USD,2016-02-28 23:44:43,2073548
23905,JPY,UGX,2016-05-15 18:34:12,90025
23906,JPY,UGX,2016-01-02 18:14:49,86888
23907,USD,JPY,2016-04-22 15:8:14,738
23908,JPY,EUR,2016-04-19 20:58:57,60111
23909,JPY,EUR,2016-02-18 19:30:8,100072
23910,GBP,JPY,2016-04-06 14:22:14,547
23911,JPY,UGX,2016-05-03 23:23:40,88294
23912,USD,UGX,2016-02-23 23:9:19,474
23913,USD,EUR,2016-04-24 17:32:16,964
23914,UGX,USD,2016-02-17 16:54:58,3190622
23915,JPY,UGX,2016-03-05 15:25:9,100192
23916,EUR,JPY,2016-02-25 1:50:57,100
23917,UGX,USD,2016-05-22 15:58:42,1497667
23918,JPY,UGX,2016-02-20 16:50:47,20025
23919,USD,JPY,2016-01-06 15:47:41,776
23920,JPY,CAD,2016-01-02 18:15:52,91788
23921,UGX,USD,2016-01-11 18:15:31,3264435
23922,JPY,EUR,2016-03-11 10:44:56,58608
23923,EUR,CAD,2016-02-21 7:17:58,100
23924,EUR,CAD,2016-02-09 7:2:50,100
23925,UGX,USD,2016-01-22 10:50:5,777362
23926,UGX,USD,2016-01-21 8:13:56,514837
23927,EUR,USD,2016-02-21 8:31:40,100
23928,GBP,JPY,2016-03-31 11:41:53,365
23929,EUR,CAD,2016-04-18 10:11:46,100
23930,EUR,UGX,2016-04-15 8:31:19,100
23931,EUR,JPY,2016-03-07 10:56:41,100
23932,GBP,UGX,2016-03-09 15:42:34,982
23933,UGX,USD,2016-05-10 21:44:22,2724905
23934,JPY,UGX,2016-03-03 2:23:50,52832
23935,EUR,UGX,2016-04-02 2:45:11,100
23936,GBP,UGX,2016-03-08 19:33:21,307
23937,USD,GBP,2016-03-29 20:57:5,862
23938,EUR,CAD,2016-03-04 10:24:46,100
23939,JPY,CAD,2016-03-04 7:48:14,34130
23940,JPY,UGX,2016-05-25 7:32:59,76504
23941,UGX,USD,2016-02-17 11:40:20,1878030
23942,GBP,UGX,2016-02-05 22:43:7,558
23943,USD,UGX,2016-04-02 3:58:26,233
23944,USD,GBP,2016-05-05 1:46:11,492
23945,UGX,USD,2016-01-04 7:9:34,1374120
23946,JPY,CAD,2016-05-07 22:0:57,41324
23947,USD,EUR,2016-01-17 3:14:24,867
23948,JPY,UGX,2016-05-29 19:11:11,11479
23949,EUR,CAD,2016-01-20 12:49:52,100
23950,UGX,USD,2016-03-04 14:33:37,2313732
23951,EUR,JPY,2016-01-14 18:11:20,100
23952,GBP,JPY,2016-02-21 14:32:46,956
23953,UGX,USD,2016-04-06 22:34:7,3339195
23954,GBP,JPY,2016-05-07 20:27:50,508
23955,GBP,USD,2016-04-01 15:34:39,745
23956,UGX,USD,2016-02-29 17:10:50,1216351
23957,GBP,UGX,2016-05-22 7:9:38,753
23958,GBP,UGX,2016-01-03 15:26:26,961
23959,USD,JPY,2016-02-18 12:50:6,219
23960,USD,UGX,2016-01-08 11:7:12,976
23961,USD,JPY,2016-04-10 1:35:13,664
23962,JPY,CAD,2016-05-25 15:20:44,28683
23963,UGX,USD,2016-04-11 17:53:13,2247845
23964,EUR,UGX,2016-02-10 19:38:20,100
23965,USD,UGX,2016-02-27 22:7:10,166
23966,USD,JPY,2016-03-13 8:24:7,847
23967,JPY,UGX,2016-03-19 0:38:20,95426
23968,USD,EUR,2016-04-22 22:8:58,747
23969,UGX,USD,2016-01-08 1:34:50,1051915
23970,USD,EUR,2016-02-21 8:35:31,719
23971,GBP,UGX,2016-01-09 11:19:42,261
23972,UGX,USD,2016-05-15 8:18:52,1470538
23973,JPY,UGX,2016-03-19 18:13:26,75702
23974,GBP,UGX,2016-05-20 18:26:1,295
23975,GBP,USD,2016-01-29 6:8:27,350
23976,EUR,USD,2016-05-11 3:52:55,100
23977,EUR,CAD,2016-05-31 0:16:32,100
23978,GBP,USD,2016-04-24 6:31:8,289
23979,JPY,UGX,2016-03-16 14:2:36,50382
23980,USD,EUR,2016-05-23 19:18:56,799
23981,GBP,USD,2016-02-20 7:32:17,136
23982,UGX,USD,2016-01-26 4:51:15,2623404
23983,JPY,CAD,2016-01-30 20:26:26,49155
23984,JPY,EUR,2016-03-04 23:56:34,89362
23985,JPY,CAD,2016-01-09 23:23:29,94943
23986,UGX,USD,2016-03-10 0:53:59,773524
23987,USD,EUR,2016-03-12 15:51:55,815
23988,UGX,USD,2016-04-30 10:3:8,879549
23989,UGX,USD,2016-01-22 8:44:47,936500
23990,JPY,USD,2016-03-17 4:20:13,50157
23991,EUR,JPY,2016-01-06 14:29:54,100
23992,GBP,EUR,2016-01-25 5:11:49,251
23993,USD,JPY,2016-05-02 8:33:20,645
23994,EUR,CAD,2016-01-21 7:1:13,100
23995,JPY,CAD,2016-05-12 9:3:37,68300
23996,EUR,UGX,2016-01-18 13:31:9,100
23997,UGX,USD,2016-01-12 1:18:40,3442907
23998,UGX,USD,2016-02-26 21:1:20,2205614
23999,JPY,USD,2016-03-22 11:52:53,82774
24000,USD,UGX,2016-02-22 0:18:0,124
24001,JPY,EUR,2016-04-22 20:25:25,74721
24002,USD,UGX,2016-03-31 19:39:34,246
24003,GBP,JPY,2016-04-26 11:46:6,845
24004,JPY,CAD,2016-03-19 6:33:39,84292
24005,GBP,JPY,2016-03-14 2:15:4,871
24006,GBP,JPY,2016-02-29 5:28:43,568
24007,GBP,USD,2016-04-10 0:4:29,823
24008,EUR,CAD,2016-01-30 20:59:50,100
24009,JPY,USD,2016-04-26 13:35:0,48282
24010,UGX,USD,2016-03-04 3:29:1,1465924
24011,EUR,UGX,2016-05-24 13:32:11,100
24012,JPY,EUR,2016-02-29 2:53:55,63593
24013,JPY,CAD,2016-04-05 15:5:58,15858
24014,EUR,JPY,2016-03-15 14:49:15,100
24015,UGX,USD,2016-04-13 23:16:45,2635329
24016,UGX,USD,2016-01-26 23:8:16,1028559
24017,USD,GBP,2016-03-05 9:21:27,784
24018,EUR,USD,2016-02-29 17:23:11,100
24019,UGX,USD,2016-04-22 10:14:34,911231
24020,UGX,USD,2016-05-27 20:48:52,3274393
24021,JPY,USD,2016-03-20 4:44:48,39186
24022,JPY,USD,2016-03-15 23:43:45,64896
24023,UGX,USD,2016-04-18 20:2:28,3453263
24024,JPY,CAD,2016-03-11 13:14:7,98483
24025,EUR,UGX,2016-04-02 7:25:27,100
24026,GBP,USD,2016-05-17 23:45:55,877
24027,USD,JPY,2016-01-31 23:13:9,288
24028,EUR,JPY,2016-04-01 16:31:7,100
24029,EUR,USD,2016-02-09 7:46:51,100
24030,UGX,USD,2016-01-25 17:16:20,3071475
24031,USD,JPY,2016-03-15 12:36:17,677
24032,GBP,JPY,2016-02-12 23:6:54,832
24033,GBP,JPY,2016-02-16 3:47:2,474
24034,JPY,USD,2016-04-13 21:25:43,105908
24035,EUR,JPY,2016-05-19 17:41:23,100
24036,UGX,USD,2016-03-13 20:39:6,2488331
24037,UGX,USD,2016-05-07 5:40:45,1689734
24038,EUR,USD,2016-02-08 17:24:40,100
24039,USD,JPY,2016-01-24 14:52:53,496
24040,USD,JPY,2016-05-06 23:25:1,410
24041,UGX,USD,2016-05-03 17:5:26,1134646
24042,JPY,USD,2016-05-13 16:45:18,27582
24043,USD,EUR,2016-05-03 14:26:41,539
